,label,run,error,n,d,rho,ratio,time
4803,"PLAN(noscale), clipped",6,11.955422533747928,4096,1024,0.0625,0.75,-1.9142539501190186
4804,"instance optimal, unclipped",6,11.819657054649653,4096,1024,0.0625,0.75,0.7962899208068848
4805,"instance optimal, clipped",6,11.816868386062254,4096,1024,0.0625,0.75,0.7962899208068848
4806,Empirical mean (non-private),6,3.181884765625,4096,1024,0.0625,1.0,0.0
4807,"PLAN(oracle), unclipped",6,13.647203951264126,4096,1024,0.0625,1.0,2.685403347015381
4808,"PLAN(oracle), clipped",6,13.656403537489068,4096,1024,0.0625,1.0,-2.685403347015381
4809,"PLAN(paper), unclipped",6,14.046358186934615,4096,1024,0.0625,1.0,2.5921168327331543
4810,"PLAN(paper), clipped",6,14.049168467623645,4096,1024,0.0625,1.0,-2.5921168327331543
4811,"PLAN(noscale), unclipped",6,14.294983128951262,4096,1024,0.0625,1.0,2.6190903186798096
4812,"PLAN(noscale), clipped",6,14.294956666285486,4096,1024,0.0625,1.0,-2.6190903186798096
4813,"instance optimal, unclipped",6,13.542725978169573,4096,1024,0.0625,1.0,0.7126622200012207
4814,"instance optimal, clipped",6,13.525165781136863,4096,1024,0.0625,1.0,0.7126622200012207
4815,Empirical mean (non-private),7,0.6128466796875,4096,1024,0.0625,0.0,0.0
4816,"PLAN(oracle), unclipped",7,2.1592463060399076,4096,1024,0.0625,0.0,0.17119169235229492
4817,"PLAN(oracle), clipped",7,2.1600839550603155,4096,1024,0.0625,0.0,-0.17119169235229492
4818,"PLAN(paper), unclipped",7,2.305877117532011,4096,1024,0.0625,0.0,0.05736398696899414
4819,"PLAN(paper), clipped",7,2.302698129589918,4096,1024,0.0625,0.0,-0.05736398696899414
4820,"PLAN(noscale), unclipped",7,2.3064984094820753,4096,1024,0.0625,0.0,0.057448625564575195
4821,"PLAN(noscale), clipped",7,2.304471697180005,4096,1024,0.0625,0.0,-0.057448625564575195
4822,"instance optimal, unclipped",7,2.4987811358350798,4096,1024,0.0625,0.0,0.8218059539794922
4823,"instance optimal, clipped",7,2.4960902227934114,4096,1024,0.0625,0.0,0.8218059539794922
4824,Empirical mean (non-private),7,1.2886083984374999,4096,1024,0.0625,0.25,0.0
4825,"PLAN(oracle), unclipped",7,5.3298521876313725,4096,1024,0.0625,0.25,0.7434394359588623
4826,"PLAN(oracle), clipped",7,5.3385213583511595,4096,1024,0.0625,0.25,-0.7434394359588623
4827,"PLAN(paper), unclipped",7,5.335707916108785,4096,1024,0.0625,0.25,0.707195520401001
4828,"PLAN(paper), clipped",7,5.334911566751293,4096,1024,0.0625,0.25,-0.707195520401001
4829,"PLAN(noscale), unclipped",7,7.633932103806751,4096,1024,0.0625,0.25,0.7285161018371582
4830,"PLAN(noscale), clipped",7,7.639591765005848,4096,1024,0.0625,0.25,-0.7285161018371582
4831,"instance optimal, unclipped",7,6.966334435808205,4096,1024,0.0625,0.25,0.7883906364440918
4832,"instance optimal, clipped",7,6.974975471970305,4096,1024,0.0625,0.25,0.7883906364440918
4833,Empirical mean (non-private),7,1.9288037109375,4096,1024,0.0625,0.5,0.0
4834,"PLAN(oracle), unclipped",7,8.561623147594414,4096,1024,0.0625,0.5,1.3010451793670654
4835,"PLAN(oracle), clipped",7,8.575192056545587,4096,1024,0.0625,0.5,-1.3010451793670654
4836,"PLAN(paper), unclipped",7,8.5031105813209,4096,1024,0.0625,0.5,1.3047881126403809
4837,"PLAN(paper), clipped",7,8.514023794455365,4096,1024,0.0625,0.5,-1.3047881126403809
4838,"PLAN(noscale), unclipped",7,10.083976711685338,4096,1024,0.0625,0.5,1.3106417655944824
4839,"PLAN(noscale), clipped",7,10.080451218986243,4096,1024,0.0625,0.5,-1.3106417655944824
4840,"instance optimal, unclipped",7,9.710566432498052,4096,1024,0.0625,0.5,0.7843360900878906
4841,"instance optimal, clipped",7,9.724727203055211,4096,1024,0.0625,0.5,0.7843360900878906
4842,Empirical mean (non-private),7,2.472216796875,4096,1024,0.0625,0.75,0.0
4843,"PLAN(oracle), unclipped",7,11.419871202645812,4096,1024,0.0625,0.75,2.0727057456970215
4844,"PLAN(oracle), clipped",7,11.412731112456424,4096,1024,0.0625,0.75,-2.0727057456970215
4845,"PLAN(paper), unclipped",7,11.054882896259688,4096,1024,0.0625,0.75,2.0254807472229004
4846,"PLAN(paper), clipped",7,11.08957326450879,4096,1024,0.0625,0.75,-2.0254807472229004
4847,"PLAN(noscale), unclipped",7,12.172668634380615,4096,1024,0.0625,0.75,2.005300521850586
4848,"PLAN(noscale), clipped",7,12.168708791097204,4096,1024,0.0625,0.75,-2.005300521850586
4849,"instance optimal, unclipped",7,12.096432275684656,4096,1024,0.0625,0.75,0.8356249332427979
4850,"instance optimal, clipped",7,12.10640790712386,4096,1024,0.0625,0.75,0.8356249332427979
4851,Empirical mean (non-private),7,3.2142333984375,4096,1024,0.0625,1.0,0.0
4852,"PLAN(oracle), unclipped",7,13.81584498790114,4096,1024,0.0625,1.0,2.798894166946411
4853,"PLAN(oracle), clipped",7,13.818061915672935,4096,1024,0.0625,1.0,-2.798894166946411
4854,"PLAN(paper), unclipped",7,14.09944990851723,4096,1024,0.0625,1.0,2.598754405975342
4855,"PLAN(paper), clipped",7,14.107675932618958,4096,1024,0.0625,1.0,-2.598754405975342
4856,"PLAN(noscale), unclipped",7,13.71117694576757,4096,1024,0.0625,1.0,2.569197654724121
4857,"PLAN(noscale), clipped",7,13.737178782482188,4096,1024,0.0625,1.0,-2.569197654724121
4858,"instance optimal, unclipped",7,13.89746881092492,4096,1024,0.0625,1.0,0.7475676536560059
4859,"instance optimal, clipped",7,13.895337138808252,4096,1024,0.0625,1.0,0.7475676536560059
4860,Empirical mean (non-private),8,0.627744140625,4096,1024,0.0625,0.0,0.0
4861,"PLAN(oracle), unclipped",8,2.235934443930333,4096,1024,0.0625,0.0,0.0601961612701416
4862,"PLAN(oracle), clipped",8,2.233583370487521,4096,1024,0.0625,0.0,-0.0601961612701416
4863,"PLAN(paper), unclipped",8,2.3844593767558573,4096,1024,0.0625,0.0,0.05797147750854492
4864,"PLAN(paper), clipped",8,2.384352414543425,4096,1024,0.0625,0.0,-0.05797147750854492
4865,"PLAN(noscale), unclipped",8,2.100642600229845,4096,1024,0.0625,0.0,0.055986642837524414
4866,"PLAN(noscale), clipped",8,2.1002619529573097,4096,1024,0.0625,0.0,-0.055986642837524414
4867,"instance optimal, unclipped",8,2.426473727737621,4096,1024,0.0625,0.0,0.7689850330352783
4868,"instance optimal, clipped",8,2.4298256382601595,4096,1024,0.0625,0.0,0.7689850330352783
4869,Empirical mean (non-private),8,1.2540576171875,4096,1024,0.0625,0.25,0.0
4870,"PLAN(oracle), unclipped",8,5.158910896604532,4096,1024,0.0625,0.25,0.6785972118377686
4871,"PLAN(oracle), clipped",8,5.156329520894897,4096,1024,0.0625,0.25,-0.6785972118377686
4872,"PLAN(paper), unclipped",8,5.462660568129534,4096,1024,0.0625,0.25,0.6537611484527588
4873,"PLAN(paper), clipped",8,5.460323654276309,4096,1024,0.0625,0.25,-0.6537611484527588
4874,"PLAN(noscale), unclipped",8,7.355899612783611,4096,1024,0.0625,0.25,0.7136452198028564
4875,"PLAN(noscale), clipped",8,7.335874150373572,4096,1024,0.0625,0.25,-0.7136452198028564
4876,"instance optimal, unclipped",8,7.002129256060078,4096,1024,0.0625,0.25,0.7716555595397949
4877,"instance optimal, clipped",8,7.001440723630271,4096,1024,0.0625,0.25,0.7716555595397949
4878,Empirical mean (non-private),8,1.915078125,4096,1024,0.0625,0.5,0.0
4879,"PLAN(oracle), unclipped",8,8.522317950002597,4096,1024,0.0625,0.5,1.349907636642456
4880,"PLAN(oracle), clipped",8,8.523658747545156,4096,1024,0.0625,0.5,-1.349907636642456
4881,"PLAN(paper), unclipped",8,8.470491076969742,4096,1024,0.0625,0.5,1.3200981616973877
4882,"PLAN(paper), clipped",8,8.46245084267732,4096,1024,0.0625,0.5,-1.3200981616973877
4883,"PLAN(noscale), unclipped",8,9.664276762241244,4096,1024,0.0625,0.5,1.3187892436981201
4884,"PLAN(noscale), clipped",8,9.667212420043438,4096,1024,0.0625,0.5,-1.3187892436981201
4885,"instance optimal, unclipped",8,10.079839376642731,4096,1024,0.0625,0.5,0.7874124050140381
4886,"instance optimal, clipped",8,10.076805121325526,4096,1024,0.0625,0.5,0.7874124050140381
4887,Empirical mean (non-private),8,2.51060546875,4096,1024,0.0625,0.75,0.0
4888,"PLAN(oracle), unclipped",8,11.162529216933274,4096,1024,0.0625,0.75,2.0794036388397217
4889,"PLAN(oracle), clipped",8,11.168474225126973,4096,1024,0.0625,0.75,-2.0794036388397217
4890,"PLAN(paper), unclipped",8,11.49885199692934,4096,1024,0.0625,0.75,2.1486523151397705
4891,"PLAN(paper), clipped",8,11.50561727232704,4096,1024,0.0625,0.75,-2.1486523151397705
4892,"PLAN(noscale), unclipped",8,12.26695136414408,4096,1024,0.0625,0.75,1.9465081691741943
4893,"PLAN(noscale), clipped",8,12.264502211956403,4096,1024,0.0625,0.75,-1.9465081691741943
4894,"instance optimal, unclipped",8,11.745625137822342,4096,1024,0.0625,0.75,0.8001224994659424
4895,"instance optimal, clipped",8,11.75767371142172,4096,1024,0.0625,0.75,0.8001224994659424
4896,Empirical mean (non-private),8,3.1070556640625,4096,1024,0.0625,1.0,0.0
4897,"PLAN(oracle), unclipped",8,14.027654834611525,4096,1024,0.0625,1.0,2.5892081260681152
4898,"PLAN(oracle), clipped",8,14.034105502989963,4096,1024,0.0625,1.0,-2.5892081260681152
4899,"PLAN(paper), unclipped",8,13.88193782014621,4096,1024,0.0625,1.0,2.6574482917785645
4900,"PLAN(paper), clipped",8,13.88395821479753,4096,1024,0.0625,1.0,-2.6574482917785645
4901,"PLAN(noscale), unclipped",8,13.092592209814413,4096,1024,0.0625,1.0,2.724769115447998
4902,"PLAN(noscale), clipped",8,13.067155310125045,4096,1024,0.0625,1.0,-2.724769115447998
4903,"instance optimal, unclipped",8,12.800243352517688,4096,1024,0.0625,1.0,0.7678730487823486
4904,"instance optimal, clipped",8,12.804718196866478,4096,1024,0.0625,1.0,0.7678730487823486
4905,Empirical mean (non-private),9,0.6503759765624999,4096,1024,0.0625,0.0,0.0
4906,"PLAN(oracle), unclipped",9,2.2299190634142763,4096,1024,0.0625,0.0,0.059955596923828125
4907,"PLAN(oracle), clipped",9,2.2269250466387014,4096,1024,0.0625,0.0,-0.059955596923828125
4908,"PLAN(paper), unclipped",9,2.2725119466228474,4096,1024,0.0625,0.0,0.05712437629699707
4909,"PLAN(paper), clipped",9,2.270475428379956,4096,1024,0.0625,0.0,-0.05712437629699707
4910,"PLAN(noscale), unclipped",9,2.4128276529378274,4096,1024,0.0625,0.0,0.05827951431274414
4911,"PLAN(noscale), clipped",9,2.4126237496298,4096,1024,0.0625,0.0,-0.05827951431274414
4912,"instance optimal, unclipped",9,2.559631199413293,4096,1024,0.0625,0.0,0.7979936599731445
4913,"instance optimal, clipped",9,2.562282044576081,4096,1024,0.0625,0.0,0.7979936599731445
4914,Empirical mean (non-private),9,1.2646435546875,4096,1024,0.0625,0.25,0.0
4915,"PLAN(oracle), unclipped",9,5.379216959620605,4096,1024,0.0625,0.25,0.653602123260498
4916,"PLAN(oracle), clipped",9,5.382974805178477,4096,1024,0.0625,0.25,-0.653602123260498
4917,"PLAN(paper), unclipped",9,5.554017054672901,4096,1024,0.0625,0.25,0.643686056137085
4918,"PLAN(paper), clipped",9,5.570419649481997,4096,1024,0.0625,0.25,-0.643686056137085
4919,"PLAN(noscale), unclipped",9,7.123299849432891,4096,1024,0.0625,0.25,0.6518716812133789
4920,"PLAN(noscale), clipped",9,7.1617831330946125,4096,1024,0.0625,0.25,-0.6518716812133789
4921,"instance optimal, unclipped",9,7.073553016765126,4096,1024,0.0625,0.25,0.8073594570159912
4922,"instance optimal, clipped",9,7.067258211033428,4096,1024,0.0625,0.25,0.8073594570159912
4923,Empirical mean (non-private),9,1.8610986328124999,4096,1024,0.0625,0.5,0.0
4924,"PLAN(oracle), unclipped",9,8.266998900969156,4096,1024,0.0625,0.5,1.3445515632629395
4925,"PLAN(oracle), clipped",9,8.27470613014413,4096,1024,0.0625,0.5,-1.3445515632629395
4926,"PLAN(paper), unclipped",9,8.721688073373546,4096,1024,0.0625,0.5,1.3041443824768066
4927,"PLAN(paper), clipped",9,8.732382245640665,4096,1024,0.0625,0.5,-1.3041443824768066
4928,"PLAN(noscale), unclipped",9,10.73561970451798,4096,1024,0.0625,0.5,1.4756882190704346
4929,"PLAN(noscale), clipped",9,10.738875401107194,4096,1024,0.0625,0.5,-1.4756882190704346
4930,"instance optimal, unclipped",9,9.815886395465968,4096,1024,0.0625,0.5,0.7893352508544922
4931,"instance optimal, clipped",9,9.80946751201467,4096,1024,0.0625,0.5,0.7893352508544922
4932,Empirical mean (non-private),9,2.46796875,4096,1024,0.0625,0.75,0.0
4933,"PLAN(oracle), unclipped",9,11.354987043107556,4096,1024,0.0625,0.75,1.9598333835601807
4934,"PLAN(oracle), clipped",9,11.334754960737989,4096,1024,0.0625,0.75,-1.9598333835601807
4935,"PLAN(paper), unclipped",9,11.768075994130456,4096,1024,0.0625,0.75,1.984464168548584
4936,"PLAN(paper), clipped",9,11.75744278012944,4096,1024,0.0625,0.75,-1.984464168548584
4937,"PLAN(noscale), unclipped",9,12.196617587997242,4096,1024,0.0625,0.75,1.9552958011627197
4938,"PLAN(noscale), clipped",9,12.234278053212744,4096,1024,0.0625,0.75,-1.9552958011627197
4939,"instance optimal, unclipped",9,11.832193782169313,4096,1024,0.0625,0.75,0.7288296222686768
4940,"instance optimal, clipped",9,11.83773379964886,4096,1024,0.0625,0.75,0.7288296222686768
4941,Empirical mean (non-private),9,3.244140625,4096,1024,0.0625,1.0,0.0
4942,"PLAN(oracle), unclipped",9,14.197980003085966,4096,1024,0.0625,1.0,2.622681140899658
4943,"PLAN(oracle), clipped",9,14.200182242505708,4096,1024,0.0625,1.0,-2.622681140899658
4944,"PLAN(paper), unclipped",9,13.984799697232502,4096,1024,0.0625,1.0,2.5980803966522217
4945,"PLAN(paper), clipped",9,13.979779718531093,4096,1024,0.0625,1.0,-2.5980803966522217
4946,"PLAN(noscale), unclipped",9,14.441395467188169,4096,1024,0.0625,1.0,2.6694347858428955
4947,"PLAN(noscale), clipped",9,14.451988546662257,4096,1024,0.0625,1.0,-2.6694347858428955
4948,"instance optimal, unclipped",9,13.50207449716297,4096,1024,0.0625,1.0,0.6709458827972412
4949,"instance optimal, clipped",9,13.504983386889673,4096,1024,0.0625,1.0,0.6709458827972412
4950,Empirical mean (non-private),0,0.634140625,4096,1024,0.125,0.0,0.0
4951,"PLAN(oracle), unclipped",0,1.6392642836104958,4096,1024,0.125,0.0,0.06188845634460449
4952,"PLAN(oracle), clipped",0,1.6398197926284492,4096,1024,0.125,0.0,-0.06188845634460449
4953,"PLAN(paper), unclipped",0,1.6963238947423551,4096,1024,0.125,0.0,0.05760812759399414
4954,"PLAN(paper), clipped",0,1.6960147639502905,4096,1024,0.125,0.0,-0.05760812759399414
4955,"PLAN(noscale), unclipped",0,1.7185094857113556,4096,1024,0.125,0.0,0.05711174011230469
4956,"PLAN(noscale), clipped",0,1.7195582232502922,4096,1024,0.125,0.0,-0.05711174011230469
4957,"instance optimal, unclipped",0,1.9178742349982847,4096,1024,0.125,0.0,0.769810676574707
4958,"instance optimal, clipped",0,1.9166335372063372,4096,1024,0.125,0.0,0.769810676574707
4959,Empirical mean (non-private),0,1.32291015625,4096,1024,0.125,0.25,0.0
4960,"PLAN(oracle), unclipped",0,3.989767332727496,4096,1024,0.125,0.25,0.6560370922088623
4961,"PLAN(oracle), clipped",0,3.993808084297581,4096,1024,0.125,0.25,-0.6560370922088623
4962,"PLAN(paper), unclipped",0,4.076565995765916,4096,1024,0.125,0.25,0.8066787719726562
4963,"PLAN(paper), clipped",0,4.081252457963701,4096,1024,0.125,0.25,-0.8066787719726562
4964,"PLAN(noscale), unclipped",0,5.482060104589049,4096,1024,0.125,0.25,0.6518197059631348
4965,"PLAN(noscale), clipped",0,5.47723814215937,4096,1024,0.125,0.25,-0.6518197059631348
4966,"instance optimal, unclipped",0,5.154354107587462,4096,1024,0.125,0.25,0.6591346263885498
4967,"instance optimal, clipped",0,5.148295117850365,4096,1024,0.125,0.25,0.6591346263885498
4968,Empirical mean (non-private),0,1.89263671875,4096,1024,0.125,0.5,0.0
4969,"PLAN(oracle), unclipped",0,6.501627857084504,4096,1024,0.125,0.5,1.5661311149597168
4970,"PLAN(oracle), clipped",0,6.4934311338728055,4096,1024,0.125,0.5,-1.5661311149597168
4971,"PLAN(paper), unclipped",0,6.118584517538593,4096,1024,0.125,0.5,1.3096022605895996
4972,"PLAN(paper), clipped",0,6.1239365631571445,4096,1024,0.125,0.5,-1.3096022605895996
4973,"PLAN(noscale), unclipped",0,7.512877261566022,4096,1024,0.125,0.5,1.2994041442871094
4974,"PLAN(noscale), clipped",0,7.518495487330353,4096,1024,0.125,0.5,-1.2994041442871094
4975,"instance optimal, unclipped",0,7.0711944358550065,4096,1024,0.125,0.5,0.7615630626678467
4976,"instance optimal, clipped",0,7.072667509796806,4096,1024,0.125,0.5,0.7615630626678467
4977,Empirical mean (non-private),0,2.3237890625,4096,1024,0.125,0.75,0.0
4978,"PLAN(oracle), unclipped",0,8.278574642035124,4096,1024,0.125,0.75,1.9632441997528076
4979,"PLAN(oracle), clipped",0,8.271161515421888,4096,1024,0.125,0.75,-1.9632441997528076
4980,"PLAN(paper), unclipped",0,7.83053916435253,4096,1024,0.125,0.75,1.9369003772735596
4981,"PLAN(paper), clipped",0,7.842684214424921,4096,1024,0.125,0.75,-1.9369003772735596
4982,"PLAN(noscale), unclipped",0,9.091019687990372,4096,1024,0.125,0.75,1.970771074295044
4983,"PLAN(noscale), clipped",0,9.079024175569849,4096,1024,0.125,0.75,-1.970771074295044
4984,"instance optimal, unclipped",0,8.151823971268849,4096,1024,0.125,0.75,0.7346537113189697
4985,"instance optimal, clipped",0,8.1482273891624,4096,1024,0.125,0.75,0.7346537113189697
4986,Empirical mean (non-private),0,3.2943115234375,4096,1024,0.125,1.0,0.0
4987,"PLAN(oracle), unclipped",0,10.422399658936092,4096,1024,0.125,1.0,2.752711296081543
4988,"PLAN(oracle), clipped",0,10.4312743300095,4096,1024,0.125,1.0,-2.752711296081543
4989,"PLAN(paper), unclipped",0,10.172334264517158,4096,1024,0.125,1.0,2.634965181350708
4990,"PLAN(paper), clipped",0,10.171778906714017,4096,1024,0.125,1.0,-2.634965181350708
4991,"PLAN(noscale), unclipped",0,10.066736912186645,4096,1024,0.125,1.0,2.6091935634613037
4992,"PLAN(noscale), clipped",0,10.051039043219964,4096,1024,0.125,1.0,-2.6091935634613037
4993,"instance optimal, unclipped",0,10.043809654698531,4096,1024,0.125,1.0,0.7885024547576904
4994,"instance optimal, clipped",0,10.040108811429693,4096,1024,0.125,1.0,0.7885024547576904
4995,Empirical mean (non-private),1,0.6249755859375,4096,1024,0.125,0.0,0.0
4996,"PLAN(oracle), unclipped",1,1.7180638547035665,4096,1024,0.125,0.0,0.06766676902770996
4997,"PLAN(oracle), clipped",1,1.7191001629988252,4096,1024,0.125,0.0,-0.06766676902770996
4998,"PLAN(paper), unclipped",1,1.68908578366151,4096,1024,0.125,0.0,0.19614315032958984
4999,"PLAN(paper), clipped",1,1.6899168714452852,4096,1024,0.125,0.0,-0.19614315032958984
5000,"PLAN(noscale), unclipped",1,1.6421204812522476,4096,1024,0.125,0.0,0.05719614028930664
5001,"PLAN(noscale), clipped",1,1.6380251786349302,4096,1024,0.125,0.0,-0.05719614028930664
5002,"instance optimal, unclipped",1,1.8750382432853305,4096,1024,0.125,0.0,0.7121315002441406
5003,"instance optimal, clipped",1,1.873122472582032,4096,1024,0.125,0.0,0.7121315002441406
5004,Empirical mean (non-private),1,1.2460888671875,4096,1024,0.125,0.25,0.0
5005,"PLAN(oracle), unclipped",1,3.8305517246048324,4096,1024,0.125,0.25,0.6882941722869873
5006,"PLAN(oracle), clipped",1,3.824059558905145,4096,1024,0.125,0.25,-0.6882941722869873
5007,"PLAN(paper), unclipped",1,4.0863672491011815,4096,1024,0.125,0.25,0.6493411064147949
5008,"PLAN(paper), clipped",1,4.085423686679167,4096,1024,0.125,0.25,-0.6493411064147949
5009,"PLAN(noscale), unclipped",1,5.0710875559798065,4096,1024,0.125,0.25,0.6458401679992676
5010,"PLAN(noscale), clipped",1,5.0816438979875915,4096,1024,0.125,0.25,-0.6458401679992676
5011,"instance optimal, unclipped",1,5.091554080760401,4096,1024,0.125,0.25,0.7953402996063232
5012,"instance optimal, clipped",1,5.093389773392004,4096,1024,0.125,0.25,0.7953402996063232
5013,Empirical mean (non-private),1,1.9546044921874999,4096,1024,0.125,0.5,0.0
5014,"PLAN(oracle), unclipped",1,6.217073616147056,4096,1024,0.125,0.5,1.3190805912017822
5015,"PLAN(oracle), clipped",1,6.222573002701806,4096,1024,0.125,0.5,-1.3190805912017822
5016,"PLAN(paper), unclipped",1,5.915516875398817,4096,1024,0.125,0.5,1.3070566654205322
5017,"PLAN(paper), clipped",1,5.896565141958192,4096,1024,0.125,0.5,-1.3070566654205322
5018,"PLAN(noscale), unclipped",1,7.601842807666728,4096,1024,0.125,0.5,1.3370082378387451
5019,"PLAN(noscale), clipped",1,7.6026926180501135,4096,1024,0.125,0.5,-1.3370082378387451
5020,"instance optimal, unclipped",1,7.168634630067004,4096,1024,0.125,0.5,0.8005867004394531
5021,"instance optimal, clipped",1,7.163903672706157,4096,1024,0.125,0.5,0.8005867004394531
5022,Empirical mean (non-private),1,2.510009765625,4096,1024,0.125,0.75,0.0
5023,"PLAN(oracle), unclipped",1,8.278249561035599,4096,1024,0.125,0.75,1.969078540802002
5024,"PLAN(oracle), clipped",1,8.27542440224522,4096,1024,0.125,0.75,-1.969078540802002
5025,"PLAN(paper), unclipped",1,7.730898643072946,4096,1024,0.125,0.75,1.9394242763519287
5026,"PLAN(paper), clipped",1,7.750206380355862,4096,1024,0.125,0.75,-1.9394242763519287
5027,"PLAN(noscale), unclipped",1,8.587200589240984,4096,1024,0.125,0.75,1.9442601203918457
5028,"PLAN(noscale), clipped",1,8.593306352268556,4096,1024,0.125,0.75,-1.9442601203918457
5029,"instance optimal, unclipped",1,8.680841830288891,4096,1024,0.125,0.75,0.765329122543335
5030,"instance optimal, clipped",1,8.681905277987791,4096,1024,0.125,0.75,0.765329122543335
5031,Empirical mean (non-private),1,3.1878662109375,4096,1024,0.125,1.0,0.0
5032,"PLAN(oracle), unclipped",1,10.475940655820533,4096,1024,0.125,1.0,3.268444299697876
5033,"PLAN(oracle), clipped",1,10.477206484894555,4096,1024,0.125,1.0,-3.268444299697876
5034,"PLAN(paper), unclipped",1,10.307133951806499,4096,1024,0.125,1.0,2.8661844730377197
5035,"PLAN(paper), clipped",1,10.304221044290335,4096,1024,0.125,1.0,-2.8661844730377197
5036,"PLAN(noscale), unclipped",1,10.42225436754137,4096,1024,0.125,1.0,2.6527397632598877
5037,"PLAN(noscale), clipped",1,10.428182523457611,4096,1024,0.125,1.0,-2.6527397632598877
5038,"instance optimal, unclipped",1,9.836419197201241,4096,1024,0.125,1.0,0.7197935581207275
5039,"instance optimal, clipped",1,9.833253404408353,4096,1024,0.125,1.0,0.7197935581207275
5040,Empirical mean (non-private),2,0.625009765625,4096,1024,0.125,0.0,0.0
5041,"PLAN(oracle), unclipped",2,1.6924741729966086,4096,1024,0.125,0.0,0.06060934066772461
5042,"PLAN(oracle), clipped",2,1.6920836279277698,4096,1024,0.125,0.0,-0.06060934066772461
5043,"PLAN(paper), unclipped",2,1.6654993885187181,4096,1024,0.125,0.0,0.05769038200378418
5044,"PLAN(paper), clipped",2,1.6592348932468017,4096,1024,0.125,0.0,-0.05769038200378418
5045,"PLAN(noscale), unclipped",2,1.6547122946160333,4096,1024,0.125,0.0,0.057738304138183594
5046,"PLAN(noscale), clipped",2,1.6542535045190214,4096,1024,0.125,0.0,-0.057738304138183594
5047,"instance optimal, unclipped",2,1.865234991894825,4096,1024,0.125,0.0,0.7807371616363525
5048,"instance optimal, clipped",2,1.8661137691180443,4096,1024,0.125,0.0,0.7807371616363525
5049,Empirical mean (non-private),2,1.2567480468749999,4096,1024,0.125,0.25,0.0
5050,"PLAN(oracle), unclipped",2,3.9682240557996935,4096,1024,0.125,0.25,0.6535258293151855
5051,"PLAN(oracle), clipped",2,3.9867277396052936,4096,1024,0.125,0.25,-0.6535258293151855
5052,"PLAN(paper), unclipped",2,4.102680667472796,4096,1024,0.125,0.25,0.6550993919372559
5053,"PLAN(paper), clipped",2,4.104243043288701,4096,1024,0.125,0.25,-0.6550993919372559
5054,"PLAN(noscale), unclipped",2,5.469195917142498,4096,1024,0.125,0.25,0.6503000259399414
5055,"PLAN(noscale), clipped",2,5.476027435670087,4096,1024,0.125,0.25,-0.6503000259399414
5056,"instance optimal, unclipped",2,5.255606006867744,4096,1024,0.125,0.25,0.7385425567626953
5057,"instance optimal, clipped",2,5.257928892316341,4096,1024,0.125,0.25,0.7385425567626953
5058,Empirical mean (non-private),2,1.9439794921875,4096,1024,0.125,0.5,0.0
5059,"PLAN(oracle), unclipped",2,6.106252846766488,4096,1024,0.125,0.5,1.3231236934661865
5060,"PLAN(oracle), clipped",2,6.104743936806727,4096,1024,0.125,0.5,-1.3231236934661865
5061,"PLAN(paper), unclipped",2,5.7977158022138635,4096,1024,0.125,0.5,1.305891990661621
5062,"PLAN(paper), clipped",2,5.8074079859629935,4096,1024,0.125,0.5,-1.305891990661621
5063,"PLAN(noscale), unclipped",2,7.494205511939919,4096,1024,0.125,0.5,1.3766679763793945
5064,"PLAN(noscale), clipped",2,7.494534184887674,4096,1024,0.125,0.5,-1.3766679763793945
5065,"instance optimal, unclipped",2,6.984412053662051,4096,1024,0.125,0.5,0.7467117309570312
5066,"instance optimal, clipped",2,6.983790769081475,4096,1024,0.125,0.5,0.7467117309570312
5067,Empirical mean (non-private),2,2.6038671875,4096,1024,0.125,0.75,0.0
5068,"PLAN(oracle), unclipped",2,8.388358314624094,4096,1024,0.125,0.75,1.968860149383545
5069,"PLAN(oracle), clipped",2,8.3671083006734,4096,1024,0.125,0.75,-1.968860149383545
5070,"PLAN(paper), unclipped",2,8.02796333475719,4096,1024,0.125,0.75,2.022614002227783
5071,"PLAN(paper), clipped",2,8.029056367453471,4096,1024,0.125,0.75,-2.022614002227783
5072,"PLAN(noscale), unclipped",2,9.029382467866018,4096,1024,0.125,0.75,2.0684566497802734
5073,"PLAN(noscale), clipped",2,9.0273279191527,4096,1024,0.125,0.75,-2.0684566497802734
5074,"instance optimal, unclipped",2,7.997017670788206,4096,1024,0.125,0.75,0.7362575531005859
5075,"instance optimal, clipped",2,7.988343421442114,4096,1024,0.125,0.75,0.7362575531005859
5076,Empirical mean (non-private),2,3.072265625,4096,1024,0.125,1.0,0.0
5077,"PLAN(oracle), unclipped",2,9.988118512554188,4096,1024,0.125,1.0,2.62687611579895
5078,"PLAN(oracle), clipped",2,9.989694722786291,4096,1024,0.125,1.0,-2.62687611579895
5079,"PLAN(paper), unclipped",2,10.2198268829006,4096,1024,0.125,1.0,2.6234333515167236
5080,"PLAN(paper), clipped",2,10.225510058651556,4096,1024,0.125,1.0,-2.6234333515167236
5081,"PLAN(noscale), unclipped",2,10.23243323448566,4096,1024,0.125,1.0,2.6328508853912354
5082,"PLAN(noscale), clipped",2,10.240216385507242,4096,1024,0.125,1.0,-2.6328508853912354
5083,"instance optimal, unclipped",2,9.671072578358787,4096,1024,0.125,1.0,0.8097186088562012
5084,"instance optimal, clipped",2,9.67556928410885,4096,1024,0.125,1.0,0.8097186088562012
